30.11.2021                                       Edition de liste dynamique                                               1
---------------------------------------------------------------------------------------------------------------------------
ElémentOTP/Art.     BBG-213728-0209-02-001 / PCR0380P
Div./Util./Alt.     1000 / 2 / 01
Désignation         MASTERFOLD
Qté de base   (PC ) 1,000
Qté utilis. (PC )   1

---------------------------------------------------------------------------------------------------------------------------
|Niv|Noeud|N° composante                 |Déb.valid.|Fin valid.|Désignation objet                       |Gp.mar.ext|CatNcl|
| 5 |  281|BSA834205012                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG 5,3/12              |SCC       |M     |
| 5 |  282|BSA1007117700                 |01.06.2008|31.12.9999|RDL A PICOTS 55.05.03.44___5,1          |SCC       |M     |
| 5 |  283|BSA878105016                  |01.06.2008|31.12.9999|V DIN  966 M 5X16-4.8 CH MAT            |SCC       |M     |
| 5 |  284|BSA2306681008                 |01.06.2008|31.12.9999|ETIQUETTE TERRE PROTECT (PE) 11X13 JN/VE|SCC       |M     |
| 5 |  285|BSA816006012                  |01.06.2008|31.12.9999|V TR 6P         M 6     X 12            |SCC       |M     |
| 5 |  286|BSA834206014                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG 6,4/14              |SCC       |M     |
| 5 |  287|BSA1007123400                 |01.06.2008|31.12.9999|RDL A PICOTS 55.06.03.44___6,1          |SCC       |M     |
| 5 |  288|BSA2306681008                 |01.06.2008|31.12.9999|ETIQUETTE TERRE PROTECT (PE) 11X13 JN/VE|SCC       |M     |
| 5 |  289|BSA831700005                  |01.06.2008|31.12.9999|ECROU HEXAGONAL ZG BLEU M5X4            |SCC       |M     |
| 5 |  290|BSA834205012                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG 5,3/12              |SCC       |M     |
| 5 |  291|BSA1007117700                 |01.06.2008|31.12.9999|RDL A PICOTS 55.05.03.44___5,1          |SCC       |M     |
| 5 |  292|BSA878105016                  |01.06.2008|31.12.9999|V DIN  966 M 5X16-4.8 CH MAT            |SCC       |M     |
| 5 |  293|BSA2306681008                 |01.06.2008|31.12.9999|ETIQUETTE TERRE PROTECT (PE) 11X13 JN/VE|SCC       |M     |
| 5 |  294|BSA831700006                  |01.06.2008|31.12.9999|ECROU HEXAGONAL ZG BLEU M6X5            |SCC       |M     |
| 5 |  295|BSA1007123400                 |01.06.2008|31.12.9999|RDL A PICOTS 55.06.03.44___6,1          |SCC       |M     |
| 5 |  296|BSA834206014                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG 6,4/14              |SCC       |M     |
| 5 |  297|BSA2306681008                 |01.06.2008|31.12.9999|ETIQUETTE TERRE PROTECT (PE) 11X13 JN/VE|SCC       |M     |
| 5 |  306|BSA816006012                  |01.06.2008|31.12.9999|V TR 6P         M 6     X 12            |SCC       |M     |
| 5 |  307|BSA834206014                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG 6,4/14              |SCC       |M     |
| 5 |  308|BSA1007123400                 |01.06.2008|31.12.9999|RDL A PICOTS 55.06.03.44___6,1          |SCC       |M     |
| 5 |  309|BSA2306681008                 |01.06.2008|31.12.9999|ETIQUETTE TERRE PROTECT (PE) 11X13 JN/VE|SCC       |M     |
| 5 |  321|BSA2302000201                 |01.06.2008|31.12.9999|BRIDE CEM WAGO    7 - 16                |SCC       |M     |
| 5 |  326|BSA2306681003                 |01.06.2008|31.12.9999|ETIQUETTE DANGER ELECT    50MM          |SCC       |M     |
| 5 |  327|BSA2490159003                 |01.06.2008|31.12.9999|CABLE RJ-45 CAT6 L=15M                  |SCC       |M     |
| 5 |  328|BSA2302000200                 |01.06.2008|31.12.9999|BRIDE CEM WAGO    0 - 8                 |SCC       |M     |
| 5 |  336|BSA0394205000                 |01.06.2008|31.12.9999|PLAQUE USA/CANADA                       |CMP       |M     |
| 5 |  337|BSA1023003200                 |01.06.2008|31.12.9999|RIVET AVEUGLE POP ETANCHE 3.2/6X7.5     |SCC       |M     |
| 5 |  338|BSA2305136700                 |01.06.2008|31.12.9999|SUPPORT FIXATION CABLE 12MM SUR RAIL    |SCC       |M     |
| 5 |  339|BSA816005012                  |01.06.2008|31.12.9999|V TR 6P         M 5     X 12            |SCC       |M     |
| 5 |  340|BSA834205012                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG 5,3/12              |SCC       |M     |
| 5 |  341|BSA1007117700                 |01.06.2008|31.12.9999|RDL A PICOTS 55.05.03.44___5,1          |SCC       |M     |
| 5 |  342|BSA2306681009                 |01.06.2008|31.12.9999|ETIQUETTE MASSE DIA 12,5 BC/NR          |SCC       |M     |
| 5 |  343|BSA831700006                  |01.06.2008|31.12.9999|ECROU HEXAGONAL ZG BLEU M6X5            |SCC       |M     |
| 5 |  344|BSA1007123400                 |01.06.2008|31.12.9999|RDL A PICOTS 55.06.03.44___6,1          |SCC       |M     |
| 5 |  345|BSA834206014                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG 6,4/14              |SCC       |M     |
| 5 |  346|BSA2306681009                 |01.06.2008|31.12.9999|ETIQUETTE MASSE DIA 12,5 BC/NR          |SCC       |M     |
| 5 |  347|BSA2301005427                 |01.06.2008|31.12.9999|TRESSE DE MASSE 16 MM2 L 250            |SCC       |M     |
| 5 |  366|BSA2332610006                 |25.02.2019|31.12.9999|DISJONCT TES U BASE 12 A                |SCC       |M     |
| 5 |  367|BSA2332610100                 |25.02.2019|31.12.9999|TESYS U PROTEC 24V   0,6 A TRI          |SCC       |M     |
| 5 |  368|BSA2332610303                 |25.02.2019|31.12.9999|TESYS U CONTACT AUX 2NO                 |SCC       |M     |
| 5 |  369|BSA554104014                  |25.02.2019|31.12.9999|CABLE PUISSANCE UL600 3X+PE AWG14       |RMA       |M     |
| 5 |  370|BSA2314077130                 |25.02.2019|31.12.9999|CO WINSTA 4S AVEC CAPOT                 |SCC       |M     |
| 5 |  371|BSA2332062200                 |25.02.2019|31.12.9999|DEPARASITAGE RC-TRI 47R/220R + 0,47UF   |SCC       |M     |
| 4 |    4|BSA00350000TL                 |06.03.2016|31.12.9999|EL23 CDT MOTEUR COMBI II SANS SPEEDHOOK |GOC       |M     |
| 5 |    1|BSA2448044546                 |01.06.2008|31.12.9999|CABLE CONF X-TEC-23 P-FILS 8X BLI L=5M  |SCC       |M     |
| 5 |    5|BSA2306200400                 |25.02.2019|31.12.9999|COSSE RONDE BL DIA 6,4 C8               |SCC       |M     |
| 5 |    6|BSA2401021000                 |01.06.2008|31.12.9999|COSSE RONDE RG DIA 4,3 C2               |SCC       |M     |
| 5 |   14|BSA2306200200                 |25.02.2019|31.12.9999|COSSE RONDE BL DIA 4,5 C6               |SCC       |M     |
| 5 |    2|BSA2371056726                 |01.06.2008|31.12.9999|CABLE CODEUR M23 - SUB-D26P 5M          |SCC       |M     |
| 5 |    3|BSA2303093425                 |01.06.2008|31.12.9999|ECROU LAITON CEM M25X1,5                |SCC       |M     |
| 5 |    4|BSA2303094325                 |01.06.2008|31.12.9999|PRESSE-ETOUPE CEM M25X1,5 LONG          |SCC       |M     |
| 5 |    7|BSA2314077100                 |25.02.2019|31.12.9999|CO WINSTA 4P AVEC CAPOT                 |SCC       |M     |
| 5 |    8|BSA2314077129                 |25.02.2019|31.12.9999|CO WINSTA CLIQUET VERROUILLAGE          |SCC       |M     |
| 5 |    9|BSA554104014                  |25.02.2019|31.12.9999|CABLE PUISSANCE UL600 3X+PE AWG14       |RMA       |M     |
| 5 |   10|BSA2303094320                 |25.02.2019|31.12.9999|PRESSE-ETOUPE CEM M20X1,5 LONG          |SCC       |M     |
| 4 |    5|BSA00350000TM                 |06.03.2016|31.12.9999|EL23 CDT MOTEUR CROCHET SANS SPEEDHOOK  |GOC       |M     |
| 5 |    1|BSA2448044548                 |01.06.2008|31.12.9999|CABLE CONF X-TEC-23 P-M23S 8X BLI L=5M  |SCC       |M     |
| 5 |    2|BSA2371062020                 |01.06.2008|31.12.9999|CABLE CONF GI BRUSH DSUB-QIK-M23 6+1,5M |SCC       |M     |
| 5 |    3|BSA2448045001                 |01.06.2008|31.12.9999|CABLE CONF M23 X-COM 5X L=5M            |SCC       |M     |
| 4 |    6|BSA00350000CB                 |06.03.2016|31.12.9999|MP22/23 ARBRE 6P                        |GOC       |M     |
| 5 |    1|BSA0322108200                 |01.06.2008|31.12.9999|ARBRE 6P                                |CMP       |M     |
| 6 |    1|BSA220232046                  |01.06.2008|31.12.9999|BARRE 6P ETIREE 46                      |RMA       |M     |
| 5 |    2|BSA1116219100                 |01.06.2008|31.12.9999|RLT RIGIDE A BILLES 20X42X12            |SCC       |M     |
| 5 |    3|BSA871100020                  |01.06.2008|31.12.9999|CIRCLIP E DIN 471 D.20                  |SCC       |M     |
| 4 |    8|BSA00350000YJ                 |25.02.2019|31.12.9999|EL23 CPL CARTES ELO SANS SPEEDHOOK      |GOC       |M     |
| 5 |    1|BSA07420000CK                 |01.06.2008|31.12.9999|CT CONF.FUEGO/MISTR.CT CONNECT          |CMP       |M     |
| 6 |    1|BSA07230000FH                 |01.06.2008|31.12.9999|CT 723 EX GENERALITE CONNECTIQ          |CMP       |M     |
| 7 |    1|BSA0701244000                 |07.06.2010|31.12.9999|CIRCUIT IMPRIME 8 COUCHES               |CMP       |M     |
| 7 |    4|BSA2401003100                 |07.06.2010|31.12.9999|SUPPORT LED DIAMETRE 3MM                |SCC       |M     |
| 7 |    5|BSA2401004800                 |01.06.2008|31.12.9999|COSSE CI SOUDER POINT TEST BC           |SCC       |M     |
| 7 |    6|BSA2401008700                 |07.06.2010|31.12.9999|RESISTANCE THT 0R                       |SCC       |M     |
| 7 |    7|BSA2406002900                 |01.06.2008|31.12.9999|RESISTANCE THT FILM 150R 1% 0,6W        |SCC       |M     |
| 7 |    8|BSA2406003900                 |01.06.2008|31.12.9999|RESISTANCE THT FILM 390R 1% 0,6W        |SCC       |M     |
| 7 |    9|BSA2406004900                 |01.06.2008|31.12.9999|RESISTANCE THT FILM 1K 1% 0,6W          |SCC       |M     |
| 7 |   10|BSA2406005900                 |01.06.2008|31.12.9999|RESISTANCE THT FILM 2K7 1% 0,6W         |SCC       |M     |
| 7 |   11|BSA2406006500                 |01.06.2008|31.12.9999|RESISTANCE THT FILM 4K7 1% 0,6W         |SCC       |M     |
| 7 |   12|BSA2406006900                 |07.06.2010|31.12.9999|RESISTANCE THT FILM 6K8 1% 0,6W         |SCC       |M     |
| 7 |   13|BSA2406007300                 |01.06.2008|31.12.9999|RESISTANCE THT FILM 10K 1% 0,6W         |SCC       |M     |
| 7 |   14|BSA2406008500                 |01.06.2008|31.12.9999|RESISTANCE THT FILM 33K 1% 0,6W         |SCC       |M     |
| 7 |   15|BSA2406301000                 |01.06.2008|31.12.9999|RESISTANCE THT MULTI 5X 2K2 0,75W SIL   |SCC       |M     |
| 7 |   16|BSA2418006600                 |07.06.2010|31.12.9999|CONDO THT ELECTRO 470U 35V 20% RAD      |SCC       |M     |
| 7 |   17|BSA2418025600                 |01.06.2008|31.12.9999|CONDO THT ELECTRO TAN 15U 20V 10% AXI   |SCC       |M     |
| 7 |   18|BSA2418039000                 |01.06.2008|31.12.9999|CONDO THT ELECTRO TAN 22U 35V 20% RAD   |SCC       |M     |
| 7 |   19|BSA2418043500                 |01.06.2008|31.12.9999|CONDO THT FILM POLYCAR 10N 400V 20% RAD |SCC       |M     |
| 7 |   20|BSA2418053700                 |01.06.2008|31.12.9999|CONDO THT CERAMI 1N 200V 10% RAD        |SCC       |M     |
| 7 |   21|BSA2418056700                 |01.06.2008|31.12.9999|CONDO THT CERAMI 10N 100V 10% RAD       |SCC       |M     |
| 7 |   22|BSA2418070100                 |01.06.2008|31.12.9999|CONDO THT CERAMI 100N 50V 10% RAD       |SCC       |M     |
| 7 |   23|BSA2430010400                 |01.06.2008|31.12.9999|DIODE THT SCHOTTKY 50V 1A               |SCC       |M     |
| 7 |   24|BSA2430010500                 |01.06.2008|31.12.9999|DIODE THT 75V 0,16A                     |SCC       |M     |
| 7 |   25|BSA2430010800                 |01.06.2008|31.12.9999|DIODE THT SCHOTTKY 45V 7,5A             |SCC       |M     |
| 7 |   26|BSA2436307200                 |01.06.2008|31.12.9999|IC OPTOCOUPLER THT DIL8 HCPL-3700       |SCC       |M     |
| 7 |   27|BSA2436308000                 |01.06.2008|31.12.9999|IC OPTOCOUPLER THT DIL8 HCPL-2212       |SCC       |M     |
| 7 |   28|BSA2436310605                 |07.06.2010|31.12.9999|LED THT VERTE DIA 3MM HLMP-1790         |SCC       |M     |
| 7 |   29|BSA2442122101                 |01.06.2008|31.12.9999|IC TRANSCEIVER RS-485 MAX485CPA DIL8    |SCC       |M     |
| 7 |   30|BSA2442149900                 |01.06.2008|31.12.9999|IC TRANSCEIVER GPIB75160 DIL20          |SCC       |M     |
| 7 |   31|BSA2442407002                 |13.10.2016|31.12.9999|CONVERTISSEUR DC-DC BASSE PUISSANCE     |SCC       |M     |
| 7 |   32|BSA2442461102                 |07.06.2010|31.12.9999|REG SWITCH DC/DC +-15V 3,0W             |SCC       |M     |
| 7 |   33|BSA2442500404                 |01.06.2008|31.12.9999|IC DRIVER HI SIDE 8X 2987 DIL20         |SCC       |M     |
| 7 |   34|BSA2466200052                 |07.06.2010|31.12.9999|CONNECTEUR METRAL 5X6S 90 PRESS-FIT     |SCC       |M     |
| 7 |   35|BSA2466200053                 |07.06.2010|31.12.9999|CONNECTEUR METRAL 5X24S 90 PRESS-FIT    |SCC       |M     |
| 7 |   36|BSA2466209800                 |07.06.2010|31.12.9999|PONT 2,54 ISOLE                         |SCC       |M     |
| 7 |   37|BSA2466223602                 |07.06.2010|31.12.9999|BORNE PUISSANCE CI VIS M5 PRES          |SCC       |M     |
| 7 |   38|BSA2466224012                 |01.06.2008|31.12.9999|CO CI PHOENI 2,5 2X5,08                 |SCC       |M     |
| 7 |   40|BSA2466230122                 |08.04.2016|31.12.9999|CO CI SUB D DR   9S  SNAP               |SCC       |M     |
| 7 |   41|BSA2466236407                 |07.06.2010|31.12.9999|CO CI SUB D DR  37S                     |SCC       |M     |
| 7 |   42|BSA2466648004                 |01.06.2008|31.12.9999|CONNECTEUR PAS 2,5MM  4P CI             |SCC       |M     |
| 7 |   43|BSA2466648006                 |01.06.2008|31.12.9999|CONNECTEUR PAS 2,5MM  6P CI             |SCC       |M     |
| 7 |   44|BSA2466648008                 |01.06.2008|31.12.9999|CONNECTEUR PAS 2,5MM  8P CI             |SCC       |M     |
| 7 |   45|BSA2466648010                 |01.06.2008|31.12.9999|CONNECTEUR PAS 2,5MM 10P CI             |SCC       |M     |
| 7 |   46|BSA2466648012                 |01.06.2008|31.12.9999|CONNECTEUR PAS 2,5MM 12P CI             |SCC       |M     |
| 7 |   47|BSA2466650002                 |01.06.2008|31.12.9999|CONNECTEUR PAS 5,0MM  2S CI             |SCC       |M     |
| 7 |   48|BSA2466714900                 |01.06.2008|31.12.9999|BARRETTE CI DR 2,54  2P *0,76           |SCC       |M     |
| 7 |   49|BSA2466714901                 |01.06.2008|31.12.9999|BARRETTE CI DR 2,54  3P *0,76           |SCC       |M     |
| 7 |   50|BSA834205012                  |07.06.2010|31.12.9999|RDL EL SN 212745 ZG 5,3/12              |SCC       |M     |
| 7 |   51|BSA878405006                  |07.06.2010|31.12.9999|V CYL.BOMB.6LI ISO14583 M5 X 6          |SCC       |M     |
| 7 |   52|BSA1008603101                 |07.06.2010|31.12.9999|ENTRETOISE LT  3,1 / 5 X 7              |SCC       |M     |
| 7 |   53|BSA2466235802                 |07.06.2010|31.12.9999|VERROUILLAGE CO SUB D VIS 18,7          |SCC       |M     |
| 7 |   54|BSA2406006900                 |07.06.2010|31.12.9999|RESISTANCE THT FILM 6K8 1% 0,6W         |SCC       |M     |
| 7 |   74|BSA1980016204                 |13.09.2016|31.12.9999|POCHETTE ANTISTATIQUE 330 X 300+50      |SCC       |M     |
| 5 |    2|BSA1001103001                 |01.06.2008|31.12.9999|V T BB 6LI A COLR M3X6 ZGBL             |SCC       |M     |
| 5 |    3|BSA1008903008                 |01.06.2008|31.12.9999|ENTRETOISE DISTINEX 3050 M-10           |SCC       |M     |
| 5 |    4|BSA834203008                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG *3,2/8              |SCC       |M     |
| 5 |    5|BSA07470000RO                 |01.06.2008|31.12.9999|CT CONFIGUREE PCR 0357-0380             |CMP       |M     |
| 6 |    1|BSA07230000LJ                 |01.06.2008|31.12.9999|CT 723 AB GENERALITES PCR               |CMP       |M     |
| 7 |    1|BSA0700444300                 |23.11.2009|31.12.9999|PLAQUE-SUPPORT CONNECTEUR M12           |CMP       |M     |
| 7 |    2|BSA0701238504                 |23.11.2009|31.12.9999|CIRCUIT IMPRIME 8 COUCHES               |CMP       |M     |
| 7 |    4|BSA2401004800                 |01.06.2008|31.12.9999|COSSE CI SOUDER POINT TEST BC           |SCC       |M     |
| 7 |    5|BSA2401008700                 |01.06.2008|31.12.9999|RESISTANCE THT 0R                       |SCC       |M     |
| 7 |    6|BSA2406601700                 |01.06.2008|31.12.9999|RESISTANCE THT FUSIBLE FILM 2K7 5% 0,33W|SCC       |M     |
| 7 |    7|BSA2406800300                 |01.06.2008|31.12.9999|RESISTANCE SMD FILM 0R 1% 0,25W 1206    |SCC       |M     |
| 7 |    8|BSA2406800333                 |01.06.2008|31.12.9999|RESISTANCE SMD FILM 22R 1% 0,25W 1206   |SCC       |M     |
| 7 |    9|BSA2406800339                 |01.06.2008|31.12.9999|RESISTANCE SMD FILM 39R 1% 0,25W 1206   |SCC       |M     |
| 7 |   10|BSA2406800345                 |01.06.2008|31.12.9999|RESISTANCE SMD FILM 68R 1% 0,25W 1206   |SCC       |M     |
| 7 |   11|BSA2406800349                 |01.06.2008|31.12.9999|RESISTANCE SMD FILM 100R 1% 0,25W 1206  |SCC       |M     |
| 7 |   12|BSA2406800353                 |01.06.2008|31.12.9999|RESISTANCE SMD FILM 150R 1% 0,25W 1206  |SCC       |M     |
| 7 |   13|BSA2406800355                 |01.06.2008|31.12.9999|RESISTANCE SMD FILM 180R 1% 0,25W 1206  |SCC       |M     |
| 7 |   14|BSA2406800363                 |01.06.2008|31.12.9999|RESISTANCE SMD FILM 390R 1% 0,25W 1206  |SCC       |M     |
| 7 |   15|BSA2406800369                 |01.06.2008|31.12.9999|RESISTANCE SMD FILM 680R 1% 0,25W 1206  |SCC       |M     |
| 7 |   16|BSA2406800371                 |01.06.2008|31.12.9999|RESISTANCE SMD FILM 820R 1% 0,25W 1206  |SCC       |M     |
| 7 |   17|BSA2406800373                 |01.06.2008|31.12.9999|RESISTANCE SMD FILM 1K0 1% 0,25W 1206   |SCC       |M     |
| 7 |   18|BSA2406800377                 |01.06.2008|31.12.9999|RESISTANCE SMD FILM 1K5 1% 0,25W 1206   |SCC       |M     |
| 7 |   19|BSA2406800381                 |01.06.2008|31.12.9999|RESISTANCE SMD FILM 2K2 1% 0,25W 1206   |SCC       |M     |
| 7 |   20|BSA2406800385                 |01.06.2008|31.12.9999|RESISTANCE SMD FILM 3K3 1% 0,25W 1206   |SCC       |M     |
| 7 |   21|BSA2406800389                 |01.06.2008|31.12.9999|RESISTANCE SMD FILM 4K7 1% 0,25W 1206   |SCC       |M     |
| 7 |   22|BSA2406800391                 |01.06.2008|31.12.9999|RESISTANCE SMD FILM 5K6 1% 0,25W 1206   |SCC       |M     |
| 7 |   23|BSA2406800393                 |01.06.2008|31.12.9999|RESISTANCE SMD FILM 6K8 1% 0,25W 1206   |SCC       |M     |
| 7 |   24|BSA2406800395                 |01.06.2008|31.12.9999|RESISTANCE SMD FILM 8K2 1% 0,25W 1206   |SCC       |M     |
